team,avg_goals_for,avg_goals_against,avg_goal_diff,avg_win_pct,avg_elo
Bhutan,0.4575078949197441,2.5354353934467166,-2.077927498526973,0.6186829050022055,587.0
Mauritania,0.8333931867174191,1.283723088523998,-0.450329901806579,0.575428693090742,1352.7073170731708
Székely Land,1.951625668004911,1.4459370653991506,0.5056886026057604,0.6778025616531351,1500.0
Chagos Islands,2.167741674640058,7.10485571475409,-4.937114040114032,1.0,773.0
Malta,0.7425827035858916,2.0471510612220034,-1.3045683576361118,0.47034726889327655,1232.1333333333334
South Korea,1.6078855763934272,1.0328505763122628,0.5750350000811641,0.5072543503081944,1769.6857142857143
Tonga,0.9733022082344819,4.364946793293419,-3.3916445850589367,0.6287415113473122,518.2
Palestine,0.8265383554275438,1.3938284402065926,-0.5672900847790489,0.5061449878786568,1416.0
Portugal,2.0696732754181872,0.8744964222345099,1.1951768531836775,0.47561012481569986,1995.15
Isle of Man,4.753784943693405,1.241016446146707,3.5127684975466975,0.5194147755962243,1500.0
Costa Rica,1.1902383655044848,1.271602905062187,-0.08136453955770233,0.4917916073995054,1662.02
Réunion,1.7121178060469775,0.20834558211761256,1.5037722239293647,0.5431264367243338,1500.0
Saint Lucia,1.2699308767738535,1.3196112379932745,-0.049680361219421126,0.5161772500063648,1079.0
